Content,visitor,time
1305,751d27c9-6ccf-41b6-9467-97c3d1c1ee1a,2020-10-30 18:00:00.000
757,3c70a5af-f23a-415b-b2cc-f3d02651f477,2020-10-30 17:00:00.000
1932,914b927c-61bc-4bfd-858e-0a3d9529b8e1,2020-10-31 01:00:00.000
1376,fee76e62-55e0-4211-8ba8-820171b7417e,2020-10-30 21:00:00.000
1795,5b5fe48e-0e5d-4139-a5f7-051a25cc7dc9,2020-10-31 01:00:00.000
1756,c8c70b24-6a99-419f-b348-8e4b16ff82cb,2020-10-30 23:00:00.000
1912,4420d671-d7eb-45a3-beaa-ff15ea2aaf42,2020-10-30 22:00:00.000
1833,b27f399b-332d-43a4-8720-c4fa23c832e6,2020-10-31 01:00:00.000
781,48d646fc-b44b-492a-beb4-439a222423eb,2020-10-30 23:00:00.000
781,ff05190b-1c5e-4341-864a-5f43e164323a,2020-10-30 22:00:00.000
781,779e1e80-cb2d-475c-8d85-4f0751d89f94,2020-10-30 22:00:00.000
414,856ce218-20b0-464d-834b-3b8ed5fc398a,2020-10-30 22:00:00.000
1849,515024d6-cda2-4570-bbcf-f9e376717606,2020-10-31 01:00:00.000
507,4f172536-e483-465e-a250-46507216de2c,2020-10-30 18:00:00.000
781,b823b03f-377b-47ef-981d-41c6101a718d,2020-10-30 23:00:00.000
1756,d2e8a67e-4a3e-4fc5-994d-63de9f77f519,2020-10-30 21:00:00.000
831,48609ef9-3cc8-495a-9f24-57be161369c3,2020-10-30 17:00:00.000
1836,2d2b6a69-853f-4aab-882c-1a8eecc2642e,2020-10-30 21:00:00.000
1659,752995fa-c4c7-4a31-b47f-c7930526648f,2020-10-31 01:00:00.000
1433,a028582f-db00-4fdd-84ca-5cf153434ec9,2020-10-30 23:00:00.000
1756,81b9036c-f2f5-440a-92aa-d622812c8f3e,2020-10-30 17:00:00.000
1914,0ac0bb7c-bad8-4410-adda-7dff01458280,2020-10-30 22:00:00.000
1239,e86ca0c0-4b64-4295-b450-8a9add233911,2020-10-30 18:00:00.000
1756,bfd2f2dc-ee7a-49f5-96d1-ea1bb3c0677a,2020-10-30 18:00:00.000
1819,4acad2ef-716b-40f1-8320-b600e45e7010,2020-10-30 17:00:00.000
1756,7db93964-df96-41ba-83bd-11f4ad279ab6,2020-10-30 18:00:00.000
1836,cfd175b1-45d8-486f-88e2-7f7f91f851a1,2020-10-31 01:00:00.000
1599,6d868562-b2a5-487e-9dce-125dfc8b1af1,2020-10-30 17:00:00.000
757,b3d68fad-c528-4b5f-bfad-19ba1815a57d,2020-10-30 17:00:00.000
350,cac5c24f-f72a-4b99-92e3-0ff72d744b35,2020-10-30 17:00:00.000
964,3a16c566-1495-46ba-9dc2-2c2b44f6fdce,2020-10-30 17:00:00.000
39,5f7d19d5-5504-4791-a073-88afdfacc6cb,2020-10-30 17:00:00.000
1621,2f946d19-203c-4cbb-b746-7ea96e0ce6c5,2020-10-30 21:00:00.000
202,fb127853-f020-4e07-ae1f-ae05488d1923,2020-10-30 22:00:00.000
1506,bf360b41-2956-4be3-b309-2dd68c6c6674,2020-10-30 12:00:00.000
1818,0ea91b30-8013-4dce-ad63-abad95c560bc,2020-10-31 02:00:00.000
1927,07a5f15a-738d-4c20-96c5-ae1840ef198c,2020-10-30 10:00:00.000
1833,78da9576-eba4-4f01-b5ac-438033439ce3,2020-10-31 01:00:00.000
1567,515ca3d3-eb0e-4e7b-9c6c-49f92029f61b,2020-10-30 12:00:00.000
1756,e3059ef7-4862-4956-8d02-eb5b74f554e1,2020-10-30 12:00:00.000
1795,b342ee6c-7706-4d91-85f3-817af3f38020,2020-10-31 01:00:00.000
706,b9bd4887-ed2c-4042-a085-e49c2b50a7e4,2020-10-30 22:00:00.000
687,4863e29f-0c05-4cfb-a254-0026ea475cd0,2020-10-30 12:00:00.000
781,fb634b7e-8050-4b5a-8ec0-48ccfa2db31d,2020-10-31 01:00:00.000
1795,1788748d-6efc-45b7-8334-5f9c8685fed7,2020-10-31 01:00:00.000
1659,2e09f8c4-183b-4e6d-9370-122e4d6c66a8,2020-10-31 01:00:00.000
1795,1849ec0e-19d7-4825-908d-edef0b3b60c0,2020-10-31 02:00:00.000
781,f1568ebf-3e3d-4ab4-9aa8-2b0f7b7966ef,2020-10-31 02:00:00.000
1233,eff7b9ea-bccd-44db-9251-02513651cbeb,2020-10-30 12:00:00.000
995,6f7d48a9-0054-4ec8-a29c-6ca42143305d,2020-10-31 02:00:00.000
548,4087163e-75f5-4829-a197-73e81226cc63,2020-10-30 12:00:00.000
1599,de89ffc5-6c5c-4ab6-bd51-238022e0ab85,2020-10-31 02:00:00.000
1921,04e3606f-5c60-4eb3-b6e4-6722b73b9b93,2020-10-31 02:00:00.000
948,f1e8be52-ac2e-41ab-b3e5-d0a8c44a00d7,2020-10-30 23:00:00.000
896,3529f641-021b-4c62-9bb7-ba90317300ce,2020-10-31 02:00:00.000
1840,e8ff93e1-8d69-428a-8211-453257162024,2020-10-31 02:00:00.000
492,7cd15ef9-0f84-4c7d-9674-8678512d6b52,2020-10-30 10:00:00.000
1304,873bb26a-6943-4c36-a97e-73cca3a5be95,2020-10-31 01:00:00.000
1842,7fd28cf8-e78c-4ce0-bcb8-6a4cc1b917aa,2020-10-31 02:00:00.000
1795,37056a2f-7e1c-4e64-b738-c55859509207,2020-10-31 02:00:00.000
1733,dd92e21e-37a4-4a49-8b61-55bd66246194,2020-10-30 23:00:00.000
206,1dfec7ec-1f19-4798-85d7-d4ae3abf2202,2020-10-30 12:00:00.000
1795,ffe116a9-4d1b-44c3-9727-b7f587d06f77,2020-10-30 12:00:00.000
1928,c92443bf-7ca6-4800-8a16-a1d2004969e0,2020-10-30 12:00:00.000
1756,b9d72819-d921-4b68-922a-1f788f4b19d5,2020-10-30 23:00:00.000
781,2c0a844a-6032-475b-8f10-17f9ea7e30f7,2020-10-30 23:00:00.000
1386,08d751ab-d41d-4a12-954e-fcd1241f5d0d,2020-10-30 12:00:00.000
781,c5723d3e-d46a-4d0f-88bc-d68d576d3c20,2020-10-31 02:00:00.000
1701,049313e8-5f1f-43cd-975b-832dcd211f63,2020-10-31 01:00:00.000
486,7e01c016-4ea8-4bc1-9daa-076e449107e4,2020-10-30 12:00:00.000
781,19322495-9126-47c8-9ded-79809119c59e,2020-10-31 02:00:00.000
1506,48fa982e-4970-42e1-bbfd-0f6caaed9260,2020-10-30 12:00:00.000
152,d7a19676-ac9f-4c89-ae7d-195eb3ce7b78,2020-10-30 12:00:00.000
202,d60e2bd0-853c-4287-8eb6-8455999196dc,2020-10-30 12:00:00.000
1185,d60e2bd0-853c-4287-8eb6-8455999196dc,2020-10-30 12:00:00.000
1756,20bea379-7072-414b-8c6b-1a816269933b,2020-10-31 02:00:00.000
1773,83e8daa1-ea99-4341-8909-2864cb82a71e,2020-10-30 12:00:00.000
440,65ea2d4f-15dd-46f8-8e8d-0d46073b882c,2020-10-31 02:00:00.000
1795,3d4cc9e9-8230-4f40-b712-c2c6a7a9b5b6,2020-10-30 12:00:00.000
1669,f9867323-e2ba-4978-90a2-8bf7433e729d,2020-10-30 12:00:00.000
1433,10ec4270-a690-4ab8-b3ac-727ade7a7918,2020-10-30 23:00:00.000
492,f82c8db6-971f-4ca9-ae97-d6a5b4ac9ebc,2020-10-30 12:00:00.000
1798,fe2fc9a7-79ce-4c38-83ab-c05bd9edf382,2020-10-31 02:00:00.000
1795,2e5ca93e-3066-46b8-9707-f86497558529,2020-10-31 02:00:00.000
1118,0184c575-c589-410d-8227-1c7a331d38b7,2020-10-30 12:00:00.000
379,b3799567-7a0b-4a5f-a0a7-7941bc6f9bee,2020-10-31 01:00:00.000
1795,c5c53258-a8bf-4ec5-b40f-7ad01ebff699,2020-10-31 01:00:00.000
1927,31e85364-c848-4c32-bf19-40d8b351106a,2020-10-31 01:00:00.000
1758,4047d042-bce8-4042-8fcf-41c5bc117b37,2020-10-31 01:00:00.000
1512,092f17a1-0f78-4d54-9b60-15d3333200a7,2020-10-30 16:00:00.000
883,722aecd7-17e2-4582-84fc-9171a78f2294,2020-10-30 12:00:00.000
964,9074929f-1bbf-42bc-8e7d-d0e17a75824b,2020-10-31 00:00:00.000
64,416d320f-09d2-461a-a0ea-e1bb0a0659af,2020-10-31 00:00:00.000
1509,e2f1ca91-bf20-4733-9734-8872ee57308f,2020-10-30 16:00:00.000
1836,96fff824-bd4e-486b-8341-9b03f4a446e5,2020-10-30 14:00:00.000
1311,90e983ae-ce06-4804-85ad-91ee5d25b7ec,2020-10-30 14:00:00.000
1839,6481d073-62b1-4689-9414-474436607d68,2020-10-30 14:00:00.000
1619,4a8a81e3-4a73-4a2d-9a18-741263b67686,2020-10-30 16:00:00.000
176,b3f21748-cebc-4949-a1f2-e2954962a3f2,2020-10-30 14:00:00.000
1855,5be48cfa-8946-4eb7-8a86-148dd5f7ed50,2020-10-30 10:00:00.000
1420,2558a960-11c5-434d-b3d1-09fa8c30533b,2020-10-30 16:00:00.000
1795,41de3ad3-662d-4dc4-866f-4d91c59c1c6e,2020-10-31 00:00:00.000
1795,0397178d-8d32-4bc8-9301-5b7b17d2ed47,2020-10-31 00:00:00.000
989,c12f1b08-a1da-4c20-8ec0-2989c3806db8,2020-10-31 00:00:00.000
1863,d82273c8-48b6-4eba-9d12-78247e1d66f2,2020-10-30 14:00:00.000
1096,14d93173-6d06-4cb0-ad1d-8879323e954d,2020-10-31 00:00:00.000
857,f8e0c0b9-7e23-4ad7-a5a0-7ff141504c1c,2020-10-30 14:00:00.000
964,a1ed254d-095e-42d9-b75f-a397403ab055,2020-10-30 14:00:00.000
1229,29a3d8e2-752c-4122-9e0c-494c4054324c,2020-10-30 16:00:00.000
1560,85de10d8-8f3f-477a-956c-c72b6cf2c388,2020-10-30 10:00:00.000
1580,8086927b-4cac-4a5e-a111-0216bd4f4d0e,2020-10-30 14:00:00.000
1931,836c3ec9-8a1a-4474-bb69-02d214251313,2020-10-30 14:00:00.000
480,1006a3eb-9b9c-456c-90c6-7657d01fae49,2020-10-31 00:00:00.000
781,ac445f0d-437b-4f34-9c3f-5100ce7f4dbb,2020-10-31 00:00:00.000
1497,0bb710b4-38a0-43f4-948f-d22642520e23,2020-10-30 14:00:00.000
1527,a3923389-248a-47b2-a7b9-f1b4d0605ed2,2020-10-30 16:00:00.000
1884,22816361-218b-4673-b6f2-aeb07fa80a0a,2020-10-30 16:00:00.000
176,3a8f1b9d-c086-40bc-b4b3-dc3f2fbada5b,2020-10-30 14:00:00.000
434,9cbe2513-b06b-49bb-ac93-52e42d015c1e,2020-10-30 14:00:00.000
69,f4d8ae93-6e94-402a-9368-f8be40e0c208,2020-10-30 14:00:00.000
781,ac809ab0-ccb3-42d2-958a-6415ab87571d,2020-10-31 00:00:00.000
883,d73eaa23-14e7-4ed2-a5a2-8380e35e1213,2020-10-30 10:00:00.000
1795,d6002adc-5bd4-4d40-ad85-ed0a2d05c224,2020-10-30 14:00:00.000
1777,c7f20919-3791-45a9-b454-38b733cadbcc,2020-10-30 10:00:00.000
932,eb7fda57-e159-4fcd-a873-b279fc64601b,2020-10-30 16:00:00.000
1863,34e252a9-2439-4955-891c-452caeb09eed,2020-10-30 16:00:00.000
1774,b9a66c26-f405-4b6f-a0e3-7a191f2b96ee,2020-10-30 14:00:00.000
781,f49fe769-594f-48bf-ba17-916b5ab4c457,2020-10-30 14:00:00.000
1756,e998347f-4d69-472e-8311-ed180c8f0248,2020-10-30 14:00:00.000
1294,04f6b696-a719-45e9-a182-09439e2858e9,2020-10-30 11:00:00.000
1619,c1c7ddf5-6324-4b5f-ac35-27d0da5ac24b,2020-10-30 16:00:00.000
1604,87c01a0e-0a13-4f20-9eba-0cd62c9ce883,2020-10-30 16:00:00.000
425,0d0a0170-b114-43a6-98d2-402c7dcaeb73,2020-10-30 15:00:00.000
781,a657e26a-52d5-4610-b4dc-752315dcdc48,2020-10-30 16:00:00.000
1254,d729e841-202b-41ef-9566-1dcc85e0da7d,2020-10-30 11:00:00.000
1838,20783405-958f-423b-abc2-d8ba06cd0a16,2020-10-30 09:00:00.000
683,27604aa6-693a-4e4b-8eaf-d1a6d8cf2c47,2020-10-30 09:00:00.000
1756,d9f3773b-a9a1-43a7-91bb-72f7d3956574,2020-10-30 13:00:00.000
1607,f03efa58-e319-48a6-810e-0d07a334d102,2020-10-30 15:00:00.000
1239,5c5c8fcc-53c7-4d3c-ac90-385be50ab0e0,2020-10-30 15:00:00.000
1664,d089c92c-6c0e-4c83-aee3-216d219a313a,2020-10-30 13:00:00.000
1927,57045249-ed04-494d-ba51-99e98bc01a6f,2020-10-30 15:00:00.000
1795,1c18fcdb-5cee-48d0-a1db-e483274c3527,2020-10-30 11:00:00.000
1867,44de5069-bcb0-43b8-88e5-6e70428d6446,2020-10-30 11:00:00.000
1927,596841e4-25ee-4c6e-b796-36012c23604e,2020-10-30 13:00:00.000
700,2890d9eb-0a2b-4fc4-b79b-81bec94e25dc,2020-10-30 13:00:00.000
1559,65e98a76-ffd6-42b8-999d-ddb8865a69a3,2020-10-30 11:00:00.000
1506,ea9854f0-6f08-4a83-970f-5ae01c758cd2,2020-10-30 13:00:00.000
433,2db636c9-67a5-4431-8cc3-f512f8ee2171,2020-10-30 11:00:00.000
1651,149733d5-20a5-450f-881a-e86bf870b474,2020-10-30 13:00:00.000
1867,35ca9649-d5fc-4225-a0ba-91611e1800f4,2020-10-30 15:00:00.000
410,ca5e4936-b7b0-4014-9d1b-42a11526bb64,2020-10-30 15:00:00.000
1795,d5b81d76-238b-4edf-9938-1e663805b8e1,2020-10-30 13:00:00.000
781,10ec4270-a690-4ab8-b3ac-727ade7a7918,2020-10-30 15:00:00.000
492,eb3b7dca-1962-4d72-9951-3b9c627532c4,2020-10-30 11:00:00.000
308,44caec7d-e131-4319-84d6-bb5f509ac0af,2020-10-30 13:00:00.000
1180,32925a55-88ba-41c8-9c48-099dba2d42c1,2020-10-30 13:00:00.000
781,93696664-f50e-46b9-96aa-51bb1309afbe,2020-10-30 15:00:00.000
1185,6d4f4dff-f7ef-44b3-b0d9-ba6a5cc9b4ce,2020-10-30 13:00:00.000
1082,d8daed49-4102-43ce-a437-aa0178b71dde,2020-10-30 15:00:00.000
1795,5c7e15f7-8dcd-4d43-9da3-0ce265556ef3,2020-10-30 15:00:00.000
1512,a504a78b-6273-4074-9f48-d2e055c1291b,2020-10-30 13:00:00.000
1506,04f1ca80-4b2d-4a28-a315-416549a6f7b7,2020-10-30 11:00:00.000
700,63c29c33-4005-4cbb-a5f3-452a7812be35,2020-10-30 15:00:00.000
1683,8ffd470e-23fb-48c1-a999-35ee0846ea76,2020-10-30 13:00:00.000
752,f87118f1-6e78-4cd7-8314-6eb1d58ae774,2020-10-30 13:00:00.000
1565,9ba8b98e-45e3-4dcd-a90e-2f4e3e688cce,2020-10-30 11:00:00.000
1833,7b0b7de9-1e54-42db-b2d5-5472974bd5c6,2020-10-30 15:00:00.000
1699,8b46c3a9-9a08-4cff-ae4d-dfcb2e0bf071,2020-10-30 11:00:00.000
1756,0334d345-ebd5-48e7-81e7-06a332f72c4b,2020-10-30 11:00:00.000
1854,51ea49bb-f6d8-44e6-abb2-c74b4628c307,2020-10-30 15:00:00.000
839,557c1a94-864c-411e-b2ff-6e68017a221b,2020-10-30 11:00:00.000
1756,a1373308-83ff-40ad-a560-29d47e5e7141,2020-10-30 15:00:00.000
1254,17e568c3-7280-4c01-afa4-054bc2e86c87,2020-10-30 13:00:00.000
1756,25fd786e-a402-40a5-9cdc-82ed08c19f58,2020-10-30 11:00:00.000
1187,21c89a4c-2f31-4a57-8204-f396a2cfb933,2020-10-30 15:00:00.000
1691,f6fe11d1-4b58-4284-8600-94eb45f4b82c,2020-10-30 15:00:00.000
1928,1a0b9a3f-bd81-473e-8edc-bad123c97954,2020-10-30 11:00:00.000
1895,ea26504d-9ba0-4f8f-8c17-d1b7867f467a,2020-10-30 13:00:00.000
410,9547287f-5c38-48f6-ab2e-c10f1040e9f5,2020-10-30 15:00:00.000
1756,29a961fb-5bef-434e-b3f2-033d09b18bfb,2020-10-30 13:00:00.000
700,b734d544-474c-48d4-9ee2-e577eb320b54,2020-10-30 11:00:00.000
1824,6e1dede5-51db-4fb1-b413-b26ce44d7acb,2020-10-30 15:00:00.000
1885,38ede6bc-a5cf-4c57-8b6e-ff66a5468d5b,2020-10-30 15:00:00.000
1830,a5507e34-7777-4702-a1fe-6a1c94403586,2020-10-30 15:00:00.000
1506,996a814a-c771-4a18-8dd6-ff8fd78ffd40,2020-10-30 11:00:00.000
144,4c854ad5-e048-486e-9300-53f2ac22f893,2020-10-30 13:00:00.000
233,673702c4-f722-4b8c-80b8-d1809dca5352,2020-10-30 11:00:00.000
1795,6af50f0f-0f74-43b1-a36d-8e012e139bf8,2020-10-30 13:00:00.000
1782,05e81d1e-19ea-40bd-b094-4211e268f736,2020-10-30 15:00:00.000
1856,d3e20e39-5207-476c-99c0-539e7f393e13,2020-10-30 15:00:00.000
1927,3e8734ec-b9f8-492f-baa9-7ae784cfc2bc,2020-10-30 15:00:00.000
125,b22f940f-4776-47a9-92f0-aa4c60d2f5b0,2020-10-30 13:00:00.000
1079,81490507-f6cd-4e9b-9c8c-43695cb333a1,2020-10-30 11:00:00.000
1591,7d9eaee8-5afa-4f57-9a27-36f9055fad01,2020-10-30 15:00:00.000
1371,bedf32c0-08ac-4bc5-b3d5-41a174685328,2020-10-30 13:00:00.000
314,e21967a4-57ed-4aed-bd36-43bcc7b5b512,2020-10-30 15:00:00.000
513,f267711f-000a-4363-9229-571d8d2bc8ad,2020-10-30 11:00:00.000
1599,384c2690-b2df-4489-8bec-98bacfa5e263,2020-10-30 13:00:00.000
1726,0100b4d7-bb15-4177-8299-0ffd41173db4,2020-10-30 11:00:00.000
1883,181d3e66-0ba1-4371-8384-5b5421ebb746,2020-10-30 11:00:00.000
1193,8d269d52-2fb6-48c6-9ba2-67078ef36e21,2020-10-30 11:00:00.000
1913,5f766d85-38b3-4bd8-a359-f212f75b86b8,2020-10-30 13:00:00.000
1756,25e6439d-5c50-43b5-9df9-f9164663b7e3,2020-10-30 15:00:00.000
1599,e065bf13-6787-4e0f-b2e2-a38de4cb0fb9,2020-10-30 13:00:00.000
1190,8ffd470e-23fb-48c1-a999-35ee0846ea76,2020-10-30 13:00:00.000
700,db09a12d-716e-4517-92d0-aade41f39e82,2020-10-30 15:00:00.000
1795,5cc78684-7b6e-4af2-a884-4915ff763018,2020-10-30 09:00:00.000
535,f088b642-8bc6-4403-8270-3ec50148d7af,2020-10-30 04:00:00.000
1185,3641f061-0d8c-406d-a48e-8665c6a7fd85,2020-10-30 04:00:00.000
1768,dccce4f1-2c13-49ed-8c08-cfe88b384014,2020-10-30 06:00:00.000
1388,e0c117cd-9e32-41c1-a649-3784eb19ced2,2020-10-30 06:00:00.000
1567,06db0a93-6b51-4087-b601-5022970c4f85,2020-10-30 09:00:00.000
1928,5cd14ac5-e8aa-4466-99fe-e20457fbf0f3,2020-10-30 04:00:00.000
1838,23e7c971-04f2-48a9-886f-6debddcde472,2020-10-30 06:00:00.000
12,a52a204a-aa9f-4df3-8a8e-40c444c00e91,2020-10-30 06:00:00.000
1795,c23e5722-9d39-44f9-87d6-edf8f9e50ce1,2020-10-30 09:00:00.000
1836,84e3f237-b371-412a-941e-007671cd44fe,2020-10-30 09:00:00.000
919,6b0751a5-b854-462a-a844-3ffa7188e162,2020-10-30 06:00:00.000
1756,80c2f1e4-9134-400a-b7bb-89cb3634b568,2020-10-30 06:00:00.000
390,3940c37a-be03-4d25-9871-bcf93bf6d475,2020-10-30 04:00:00.000
1845,3e38641e-7ae5-466c-8d47-fac094598247,2020-10-30 09:00:00.000
1512,5d4474cc-bd40-4a01-a901-03f74cc9b325,2020-10-30 07:00:00.000
513,2d4710d9-e9dc-4da7-9269-6108f22f70f3,2020-10-30 07:00:00.000
1756,ffff3433-d8de-454c-9579-bb2a55375fb2,2020-10-30 09:00:00.000
1756,569b54f0-45f7-407f-a639-11b8882ddc15,2020-10-30 04:00:00.000
1619,bb13d0d2-0fbf-4719-ae26-2646d13ea0f9,2020-10-30 06:00:00.000
1567,fa8dfa8d-80b3-40e4-89bd-adc0dd763945,2020-10-30 04:00:00.000
700,e1ff43c6-2299-45cc-ab62-7bf082b48d19,2020-10-30 04:00:00.000
1853,f240419f-1b06-4e91-8aad-4b8f505fb51d,2020-10-30 04:00:00.000
853,315d12b8-12b3-4c49-85e7-50f561a494d4,2020-10-30 07:00:00.000
850,c4568d62-ed22-4987-860f-9ad40a8a67e9,2020-10-30 04:00:00.000
376,1d5f1640-55e0-49e1-be73-e599ac95207e,2020-10-30 09:00:00.000
1576,3da576c0-4ac9-45ff-9b09-3ad607f43cd1,2020-10-30 04:00:00.000
1928,2fb4e519-40a4-4aed-9f9c-cc5a044749ea,2020-10-30 04:00:00.000
247,315d12b8-12b3-4c49-85e7-50f561a494d4,2020-10-30 06:00:00.000
1763,1462990f-d0bd-4916-ba32-82b4fc4484d8,2020-10-30 07:00:00.000
1912,5df36a4e-3f5f-43fc-9b31-26a84397b07c,2020-10-30 06:00:00.000
1512,a451b6cf-1c3e-4dd3-9c21-9642000056ca,2020-10-30 09:00:00.000
1879,de2dd446-af35-49a4-bd44-1a32d179c188,2020-10-30 04:00:00.000
839,10a62223-beb7-44ed-a087-88fc10ed2e2a,2020-10-30 06:00:00.000
652,97340997-1e82-4302-9359-24266a798fab,2020-10-30 06:00:00.000
1756,6cf21dfe-d312-4957-bddb-ac0c2772c6ae,2020-10-30 09:00:00.000
1756,3e0eefae-5f4f-4c95-abf3-a61f0a3706ec,2020-10-30 04:00:00.000
1599,b17833f0-06d4-4125-910e-84af8f6fa16e,2020-10-30 06:00:00.000
1909,fdda9e4b-deee-4674-92ac-8cb7613172a0,2020-10-30 06:00:00.000
1551,241fa592-e8a4-41fe-9a6c-dde007303f70,2020-10-30 06:00:00.000
286,d6665ed4-97ff-4c59-bac3-2b9dac490c8c,2020-10-30 06:00:00.000
772,47c39e5a-c778-42de-8e71-6c0e835565d4,2020-10-30 07:00:00.000
1927,7763be80-1caa-49a9-8fa4-cd660abeee5e,2020-10-30 09:00:00.000
733,4027f25f-ad82-408c-9cc3-d7a452bf4db5,2020-10-30 04:00:00.000
1774,9fa35bb7-0539-4628-bf1f-b4f397b5841b,2020-10-30 06:00:00.000
1719,a6a866e2-b5d0-4a6f-bf2c-5a9e0a896d52,2020-10-30 04:00:00.000
19,9096940f-9ad8-457e-8a1b-b84a15d04164,2020-10-30 04:00:00.000
1506,8e2f07f7-514a-4587-a6d5-f553af661d55,2020-10-30 07:00:00.000
700,02527854-6925-498e-abc6-4012215c0507,2020-10-30 03:00:00.000
700,aad9c0fe-0878-43c6-a140-852f19860db2,2020-10-30 08:00:00.000
1756,5f8b2edf-1f20-45d4-b9b9-5f8543455a50,2020-10-30 03:00:00.000
106,23ec7b48-d7e5-4806-bcf0-e338842b9060,2020-10-30 03:00:00.000
781,80ce26cd-1d91-47eb-9ff4-46e8ea57b4ba,2020-10-30 03:00:00.000
654,33463c26-4bf8-457b-91e1-f406e0f4f2af,2020-10-30 07:00:00.000
1506,d56e08f6-66cb-4605-b9b7-a71ade942871,2020-10-30 03:00:00.000
1311,ec3dcbdd-3229-4171-b83c-e6e4d3137e3a,2020-10-30 03:00:00.000
1091,9b637b4d-70a5-43e8-bb90-02b2f59a8060,2020-10-30 08:00:00.000
1600,81ffd87e-0198-4d69-af0b-a95256d19afb,2020-10-30 05:00:00.000
1738,c8755010-d366-4002-8868-ffd31dafe62a,2020-10-30 03:00:00.000
700,b1e78d32-a976-4fc4-9e1b-5a142449be23,2020-10-30 03:00:00.000
1589,b4472eff-5b72-41eb-8d9a-be453baddbdd,2020-10-30 05:00:00.000
765,528fa531-b34a-4e98-a359-176f1697f3da,2020-10-30 07:00:00.000
100,314c434e-0eed-4cd0-8a3c-52b6a8158e37,2020-10-30 03:00:00.000
896,7c904a42-fecb-4762-814e-2ee8829e559d,2020-10-30 05:00:00.000
1756,c8473d60-184f-4665-9367-91fd6a4ef4de,2020-10-30 03:00:00.000
1506,b296d5ab-9cd9-44c8-ae8f-d4e9daae8ae8,2020-10-30 05:00:00.000
781,5a1b3bee-666e-4d09-ad22-aac9fc7171da,2020-10-30 03:00:00.000
440,3c87e5ee-1162-4f0c-98d3-f9efe69daab1,2020-10-30 07:00:00.000
1932,ab5a3f13-5226-47c4-90b8-fd7619dede98,2020-10-30 03:00:00.000
426,11358b64-780c-4c71-aab4-1814c8aa564a,2020-10-30 07:00:00.000
1506,3cd2bcea-18be-45f1-b17a-cf9adb183583,2020-10-30 03:00:00.000
1567,971883f7-11a7-44ba-a871-718fbd2b84c2,2020-10-30 08:00:00.000
1912,fc423fce-ba86-4610-9d33-e83b4a7c8d3e,2020-10-30 03:00:00.000
371,f620a794-812b-48fc-8093-6cf30518d2cc,2020-10-30 07:00:00.000
1756,4b0df55c-78e3-4459-9561-221b3c181091,2020-10-30 03:00:00.000
